dt_index,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,fetched_at
2020-11-11 06:51:03+00:00,1326417135254581249,1326417135254581249,$KODK The most undervalued stock on the market is ready to go on a major run: https://t.co/M8od6ZP6FI,False,"[0, 101]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'KODK', 'indices': [0, 5]}]",[],"[{'url': 'https://t.co/M8od6ZP6FI', 'expanded_url': 'https://value-trades.blogspot.com/2020/11/kbsf-thin-float-stock-with-over-5x.html', 'display_url': 'value-trades.blogspot.com/2020/11/kbsf-t…', 'indices': [78, 101]}]",en,recent,1085083188752408576,1085083188752408576,StockTrader,Traderofstocks1,,Trader of stocks. Tweets aren't investment advice.,,[],False,259,0,4,Tue Jan 15 07:56:06 +0000 2019,60,,,False,False,2162,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1147723717654585344/qIP4gJuY_normal.png,https://pbs.twimg.com/profile_images/1147723717654585344/qIP4gJuY_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,2020-11-11 08:00:02.299155+00:00
2020-11-11 05:03:25+00:00,1326390049487937545,1326390049487937545,"KODK Stock | Eastman Kodak Co Q3 FY20 Earnings Call
https://t.co/CneOkXiwWd

$KODK #earnings",False,"[0, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,"[{'text': 'earnings', 'indices': [83, 92]}]","[{'text': 'KODK', 'indices': [77, 82]}]",[],"[{'url': 'https://t.co/CneOkXiwWd', 'expanded_url': 'https://videos.earningsahead.com/videos/kodk-stock-eastman-kodak-co-q3-fy20-earnings-call/', 'display_url': 'videos.earningsahead.com/videos/kodk-st…', 'indices': [52, 75]}]",en,recent,1297101794930114561,1297101794930114561,Earnings Calls,EarningsResults,,Helping Investors with their research in Earnings Calls and Transcripts. Follow us to get notified quickly :),https://t.co/gDQzQ6eONw,[],False,58,8,4,Sat Aug 22 09:22:28 +0000 2020,8,,,False,False,260,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1304655626979565571/tjWBljAr_normal.jpg,https://pbs.twimg.com/profile_images/1304655626979565571/tjWBljAr_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/gDQzQ6eONw', 'expanded_url': 'https://videos.earningsahead.com/topics/earnings/', 'display_url': 'videos.earningsahead.com/topics/earning…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1297101794930114561/1604183284,2020-11-11 08:00:02.299155+00:00
