date_time,NKLA,PENN,OGI,TSLA,HCAC,APHA,KODK,AYRO,ALYI,SHLL,SPAQ,RCL,SPCE,AZN,MRNA,AMZN,BABA,ZM,NFLX,HIBB,ETSY,REGN,DKNG
2020-10-14 14:27:16,0,0,0,6,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
