date_time,NKLA,PENN,OGI,TSLA,HCAC,APHA,KODK,AYRO,ALYI,SHLL,SPAQ,RCL,SPCE,AZN,MRNA,AMZN,BABA,ZM,NFLX,HIBB,ETSY,REGN,DKNG
2020-10-14 16:52:27,0,2,0,31,0,0,2,0,1,0,3,2,3,0,4,11,2,7,4,0,1,1,2
