dt_index,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,possibly_sensitive,fetched_at
2020-11-11 07:58:35+00:00,1326434131828420608,1326434131828420608,"$GTEC $GTEC looks like a new and very strong profitable EV company.20$ possible this week

$FSR $SPAQ $HYLN $SHLL $TSLA $NKLA $GP $DPHC $RIDE $WKHS $SOLO $AYRO $FUV $HCAC $NIO $XPEV $LI $NETE $KCAC $RMG $PIC $IDEX $SNPR $DAN $OSK $POLA $KNDI $BEEM $BLNK $FCEL $PLUG $BLDP $AAPL",False,"[0, 277]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'GTEC', 'indices': [0, 5]}, {'text': 'GTEC', 'indices': [6, 11]}, {'text': 'FSR', 'indices': [91, 95]}, {'text': 'SPAQ', 'indices': [96, 101]}, {'text': 'HYLN', 'indices': [102, 107]}, {'text': 'SHLL', 'indices': [108, 113]}, {'text': 'TSLA', 'indices': [114, 119]}, {'text': 'NKLA', 'indices': [120, 125]}, {'text': 'GP', 'indices': [126, 129]}, {'text': 'DPHC', 'indices': [130, 135]}, {'text': 'RIDE', 'indices': [136, 141]}, {'text': 'WKHS', 'indices': [142, 147]}, {'text': 'SOLO', 'indices': [148, 153]}, {'text': 'AYRO', 'indices': [154, 159]}, {'text': 'FUV', 'indices': [160, 164]}, {'text': 'HCAC', 'indices': [165, 170]}, {'text': 'NIO', 'indices': [171, 175]}, {'text': 'XPEV', 'indices': [176, 181]}, {'text': 'LI', 'indices': [182, 185]}, {'text': 'NETE', 'indices': [186, 191]}, {'text': 'KCAC', 'indices': [192, 197]}, {'text': 'RMG', 'indices': [198, 202]}, {'text': 'PIC', 'indices': [203, 207]}, {'text': 'IDEX', 'indices': [208, 213]}, {'text': 'SNPR', 'indices': [214, 219]}, {'text': 'DAN', 'indices': [220, 224]}, {'text': 'OSK', 'indices': [225, 229]}, {'text': 'POLA', 'indices': [230, 235]}, {'text': 'KNDI', 'indices': [236, 241]}, {'text': 'BEEM', 'indices': [242, 247]}, {'text': 'BLNK', 'indices': [248, 253]}, {'text': 'FCEL', 'indices': [254, 259]}, {'text': 'PLUG', 'indices': [260, 265]}, {'text': 'BLDP', 'indices': [266, 271]}, {'text': 'AAPL', 'indices': [272, 277]}]",[],[],en,recent,1567638157,1567638157,aqibabbasi,aqibge,,,,[],False,13,53,0,Thu Jul 04 07:47:04 +0000 2013,1023,,,False,False,1106,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,2020-11-11 08:00:06.190749+00:00
2020-11-11 06:47:49+00:00,1326416321521840129,1326416321521840129,$SPAQ The most undervalued stock on the market is ready to go on a major run: https://t.co/M8od6ZP6FI,False,"[0, 101]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'SPAQ', 'indices': [0, 5]}]",[],"[{'url': 'https://t.co/M8od6ZP6FI', 'expanded_url': 'https://value-trades.blogspot.com/2020/11/kbsf-thin-float-stock-with-over-5x.html', 'display_url': 'value-trades.blogspot.com/2020/11/kbsf-t…', 'indices': [78, 101]}]",en,recent,1085083188752408576,1085083188752408576,StockTrader,Traderofstocks1,,Trader of stocks. Tweets aren't investment advice.,,[],False,259,0,4,Tue Jan 15 07:56:06 +0000 2019,60,,,False,False,2162,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1147723717654585344/qIP4gJuY_normal.png,https://pbs.twimg.com/profile_images/1147723717654585344/qIP4gJuY_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,False,2020-11-11 08:00:06.190749+00:00
