,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,interest,change,most_active,event,id,created_at
0,0.0,0.0,0.0,0.0,0.0,5,,"RT @JustinPulitzer: 💥Mid-Week Review 10/14: https://t.co/HBr4KtRQdA

$JPM $RCL $VIX $VVIX $TLT $DXY $CL_F $GLD $ES_F $SPY $IWM $QQQ $XBI $R…",False,22,2020-10-14 09:39:18.197380
1,1.0,1.0,1.0,1.0,,5,,"RT @jicchamatome: 👴注目銘柄: 年初来のパフォーマンス
$CRWD: 206.40% $OKTA: 114.05% $ZM: 662.48% $CAKE: -23.47%　$H: -38.25% $TPR: -29.85% $GOOS: -4.66% $DAL…",False,22,2020-10-14 10:11:48.815220
2,2.0,2.0,2.0,,,5,50.00000000000002,"RT @UncleBillyMoney: $ENZC

Worldwide, we've had approximately 38M #coronavirus cases; 7.9M US

Our Chief Scientist's comments tonight conf…",False,22,2020-10-14 13:25:50.009918
3,3.0,3.0,,,,5,,"$AAPL, $AMC, $AMZN, $BA, $BAC, $C, $DBX, $EADSY, $F, $GS, $JNJ, $JPM, $LLY, $MSFT, $NFLX, $PPC, $REGN, $SQ, $T,… https://t.co/QsDnP8sl72",False,22,2020-10-14 14:27:17.767525
4,4.0,,,,,6,,"RT @jicchamatome: 👴注目銘柄: 年初来のパフォーマンス
$CRWD: 206.40% $OKTA: 114.05% $ZM: 662.48% $CAKE: -23.47%　$H: -38.25% $TPR: -29.85% $GOOS: -4.66% $DAL…",False,22,2020-10-14 16:31:33.358426
5,,,,,,6,0.0,"RT @jicchamatome: 👴注目銘柄: 年初来のパフォーマンス
$CRWD: 206.40% $OKTA: 114.05% $ZM: 662.48% $CAKE: -23.47%　$H: -38.25% $TPR: -29.85% $GOOS: -4.66% $DAL…",False,22,2020-10-14 16:52:50.507192
