,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,interest,change,most_active,event,id,created_at
0,0.0,0.0,0.0,0.0,0.0,5,500.00000000000017,"$NCTY $SNDL $GPOR $SUNW $OAS $MARA $OGI $BKYI $CBAT 
$CPSS $BKYI $MARA $OEG $RIOT $NTEC $GNUS $ADMP $EYPT $BYFC… https://t.co/QaVRkK6Nhd",True,2,2020-10-14 09:39:18.169439
1,1.0,1.0,1.0,1.0,,5,500.00000000000017,"$NCTY $SNDL $GPOR $SUNW $OAS $MARA $OGI $BKYI $CBAT 
$CPSS $BKYI $MARA $OEG $RIOT $NTEC $GNUS $ADMP $EYPT $BYFC… https://t.co/QaVRkK6Nhd",True,2,2020-10-14 10:11:48.742416
2,2.0,2.0,2.0,,,5,500.00000000000017,"$NCTY $SNDL $GPOR $SUNW $OAS $MARA $OGI $BKYI $CBAT 
$CPSS $BKYI $MARA $OEG $RIOT $NTEC $GNUS $ADMP $EYPT $BYFC… https://t.co/yyEx1WQG1c",True,2,2020-10-14 13:25:49.913213
3,3.0,3.0,,,,5,500.00000000000017,"$NCTY $SNDL $GPOR $SUNW $OAS $MARA $OGI $BKYI $CBAT 
$CPSS $BKYI $MARA $OEG $RIOT $NTEC $GNUS $ADMP $EYPT $BYFC… https://t.co/yyEx1WQG1c",True,2,2020-10-14 14:27:17.682739
4,4.0,,,,,5,500.00000000000017,"10/14
$MTC
$NR
$OGI",True,2,2020-10-14 16:31:33.285621
5,,,,,,5,500.0000000000001,"10/14
$MTC
$NR
$OGI",True,2,2020-10-14 16:52:50.244869
